hvCathode_kv,efield_kvcm,pedestalFile,chargeFile,lightFile,goodForAnalysis,sipmBias_v,comments1,comments2,comments3,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_19_39_03_CEST.h5,20210404_193901.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_19_59_05_CEST.h5,20210404_195903.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_20_19_07_CEST.h5,20210404_201906.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_20_39_09_CEST.h5,20210404_203916.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_20_59_11_CEST.h5,20210404_205910.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_21_19_13_CEST.h5,20210404_211917.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_21_39_15_CEST.h5,20210404_213914.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_21_59_18_CEST.h5,20210404_215916.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_22_19_20_CEST.h5,20210404_221920.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_22_39_22_CEST.h5,20210404_223922.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_22_59_24_CEST.h5,20210404_225922.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_23_19_26_CEST.h5,20210404_231925.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_23_39_28_CEST.h5,20210404_233928.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_04_23_59_30_CEST.h5,20210404_235931.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_05_00_19_33_CEST.h5,20210405_001940.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_05_00_39_35_CEST.h5,20210405_003944.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~16 kHz rate
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_05_00_59_37_CEST.h5,20210405_005944.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_05_01_19_39_CEST.h5,20210405_012028.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_05_02_06_42_CEST.h5,20210405_020721.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_04_18_32_35_CEST.h5,raw_2021_04_05_02_46_21_CEST.h5,20210405_024631.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_03_06_23_CEST.h5,20210405_030627.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_03_26_26_CEST.h5,20210405_032756.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_03_46_28_CEST.h5,20210405_034633.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_04_06_30_CEST.h5,20210405_040635.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_04_26_32_CEST.h5,20210405_042638.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_04_46_34_CEST.h5,20210405_044650.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_05_06_36_CEST.h5,20210405_050639.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~16 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_05_26_38_CEST.h5,20210405_052643.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~16 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_05_46_40_CEST.h5,20210405_054645.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~16 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_06_06_42_CEST.h5,20210405_060649.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~12 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_06_26_44_CEST.h5,20210405_062648.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_06_46_47_CEST.h5,20210405_064650.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_07_06_49_CEST.h5,20210405_070652.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~16 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_07_26_51_CEST.h5,20210405_072655.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_07_46_53_CEST.h5,20210405_074653.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_08_55_56_CEST.h5,20210405_085556.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~12 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_09_15_59_CEST.h5,20210405_091556.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~12 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_10_16_05_CEST.h5,20210405_101615.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_10_36_07_CEST.h5,20210405_103606.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~12 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_10_56_09_CEST.h5,20210405_105637.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~12 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_11_16_11_CEST.h5,20210405_111613.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~12 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_11_36_13_CEST.h5,20210405_113612.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~16 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_11_56_15_CEST.h5,20210405_115615.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_12_36_20_CEST.h5,20210405_123619.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_12_56_22_CEST.h5,20210405_125621.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~12kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_13_16_24_CEST.h5,20210405_131709.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_13_36_26_CEST.h5,20210405_133626.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_14_05_32_CEST.h5,20210405_140533.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_14_45_36_CEST.h5,20210405_144536.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_15_05_38_CEST.h5,20210405_150537.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~14 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_15_25_41_CEST.h5,20210405_152539.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,~18 kHz rate
15.099,0.500,raw_2021_04_05_08_48_24_CEST.h5,raw_2021_04_05_16_05_45_CEST.h5,20210405_160544.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_17_08_31_CEST.h5,20210405_170836.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system ( rate ~ 150 Hz).1024 samples. LCM sums at 2000 . NO DSP (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for Michel analysis,,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_17_28_34_CEST.h5,20210405_172833.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system ( rate ~ 150 Hz).1024 samples. LCM sums at 2000 . NO DSP (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for Michel analysis,,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_17_48_36_CEST.h5,20210405_174836.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system ( rate ~ 150 Hz).1024 samples. LCM sums at 2000 . NO DSP (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for Michel analysis,,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_18_08_38_CEST.h5,20210405_180839.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system ( rate ~ 150 Hz).1024 samples. LCM sums at 2000 . NO DSP (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for Michel analysis,,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_18_38_57_CEST.h5,20210405_183901.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system ( rate ~ 150 Hz).1024 samples. LCM sums at 2000 . NO DSP (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for Michel analysis,,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_18_58_59_CEST.h5,20210405_185859.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system ( rate ~ 150 Hz).1024 samples. LCM sums at 2000 . NO DSP (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for Michel analysis,,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_19_38_23_CEST.h5,20210405_193836.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system ( rate ~ 150 Hz).1024 samples. LCM sums at 2000 . NO DSP (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for Michel analysis,,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_19_58_25_CEST.h5,20210405_195824.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system ( rate ~ 150 Hz).1024 samples. LCM sums at 2000 . NO DSP (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for Michel analysis,,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_20_18_27_CEST.h5,20210405_201826.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system ( rate ~ 150 Hz).1024 samples. LCM sums at 2000 . NO DSP (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for Michel analysis,,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_20_38_29_CEST.h5,20210405_203834.data,** ,40+ind,Cosmics. LDS trig by afi-adc64-system ( rate ~ 150 Hz).1024 samples. LCM sums at 2000 . NO DSP (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for Michel analysis,,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_20_54_56_CEST.h5,20210405_205457.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_21_14_58_CEST.h5,20210405_211457.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_21_35_00_CEST.h5,20210405_213508.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_21_55_02_CEST.h5,20210405_215513.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_22_15_04_CEST.h5,20210405_221508.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_22_30_08_CEST.h5,20210405_223008.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_05_19_32_10_CEST.h5,raw_2021_04_05_22_50_10_CEST.h5,20210405_225524.data,**,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),LDS restarted 5 min late,,
15.099,0.500,raw_2021_04_06_11_49_54_CEST.h5,raw_2021_04_05_23_10_12_CEST.h5,20210405_231011.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_06_11_49_54_CEST.h5,raw_2021_04_05_23_30_14_CEST.h5,20210405_233012.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_06_11_49_54_CEST.h5,raw_2021_04_05_23_50_16_CEST.h5,20210405_235016.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
